Minute	Commentary
32	Manchester United take a throw-in at the left side of the pitch in their own half of the field
31	Ball possession: Manchester United: 65%, Everton: 35%.
31	Anthony Gordon from Everton makes a good pass into the box, but his team mates fail to take advantage of the space
30	Manchester United take a throw-in at the left side of the pitch in the opponent's half of the field
30	The game is restarted.
29	The play is stopped. The players are pushing and shouting at each-other, the referee should take action.
28	Goal kick for Everton.
27	Aaron Wan-Bissaka from Manchester United had a bad first touch and fails to take advantage of the situation.
27	Bruno Fernandes puts in a cross...
26	Mason Greenwood shoots from outside the box, but Jordan Pickford has it under control
26	Manchester United take a throw-in at the left side of the pitch in the opponent's half of the field
26	Manchester United with a potentially dangerous attack.
25	A shot by Jose Salomon Rondon is blocked.
25	Abdoulaye Doucoure of Everton passes the ball to a team mate.
25	Andros Townsend of Everton passes the ball to a team mate.
25	Andros Townsend from Everton takes the ball forward trying to make something happen...
25	Fred could cost his team a goal after a defensive blunder.
25	Ball possession: Manchester United: 65%, Everton: 35%.
24	Everton take a throw-in at the left side of the pitch in their own half of the field
24	Lucas Digne relieves the pressure with a clearance
24	Bruno Fernandes puts in a cross...
24	Michael Keane relieves the pressure with a clearance
24	Bruno Fernandes from Manchester United swings in the corner from the right.
24	Aaron Wan-Bissaka from Manchester United tries to pick out a team-mate in the area but his cross is blocked by an opponent.
23	Manchester United is trying to create something here.
23	Allan from Everton crosses the ball but it is nowhere near the intended target.
23	Raphael Varane relieves the pressure with a clearance
23	Demarai Gray swings in a cross from the free kick.
22	The referee signals a free kick as Fred from Manchester United trips Demarai Gray
21	Ball possession: Manchester United: 64%, Everton: 36%.
21	Yerry Mina relieves the pressure with a clearance
21	Luke Shaw from Manchester United swings in the corner from the left.
21	So nearly a goal there! Edinson Cavani's header looked destined for the back of the net but Jordan Pickford saves it!
21	Fred from Manchester United chips the ball into the penalty box.
20	Everton is in control of the ball.
20	Safe hands from Jordan Pickford as he comes out and claims the ball
20	Anthony Martial puts in a cross...
19	Manchester United take a throw-in at the right side of the pitch in the opponent's half of the field
18	Everton is trying to create something here.
18	Anthony Gordon from Everton tries to pick out a team-mate in the area but his cross is blocked by an opponent.
18	Raphael Varane relieves the pressure with a clearance
18	Ben Godfrey puts in a cross...
18	Everton start a counter attack.
18	Yerry Mina relieves the pressure with a clearance
18	Mason Greenwood puts in a cross...
18	Bruno Fernandes from Manchester United takes a short corner kick from the right.
17	Scott McTominay from Manchester United sees his pass blocked by an opponent.
17	Manchester United with a potentially dangerous attack.
17	Manchester United is in control of the ball.
16	Ball possession: Manchester United: 66%, Everton: 34%.
16	Goal kick for Manchester United.
16	A chance presents itself to Michael Keane from Everton but his header goes wide
16	Andros Townsend swings in a cross from the free kick.
15	Luke Shaw is penalised for pushing Andros Townsend.
15	Demarai Gray from Everton sees his pass blocked by an opponent.
15	Aaron Wan-Bissaka relieves the pressure with a clearance
15	Ben Godfrey puts in a cross...
15	Demarai Gray from Everton directs a ball squarely in the box, but it's intercepted by an opponent player.
15	Everton take a throw-in at the right side of the pitch in the opponent's half of the field
14	Anthony Martial relieves the pressure with a clearance
14	Lucas Digne swings in a cross from the free kick.
14	Aaron Wan-Bissaka is penalised for pushing Jose Salomon Rondon.
13	Everton take a throw-in at the left side of the pitch in the opponent's half of the field
12	Goal kick for Everton.
12	Manchester United is in control of the ball.
11	Ball possession: Manchester United: 67%, Everton: 33%.
11	Jose Salomon Rondon from Everton is ruled offside.
11	Lucas Digne of Everton passes the ball to a team mate.
10	Everton is in control of the ball.
10	Everton is in control of the ball.
10	Everton take a throw-in at the right side of the pitch in their own half of the field
9	The pitch is wet and slippery and it is not helping the players.
9	It's raining, making conditions difficult for the players.
9	That looked a fine chance. Mason Greenwood from Manchester United directs a ball squarely in the box, but it comes to nothing in the end
9	Abdoulaye Doucoure relieves the pressure with a clearance
9	Luke Shaw from Manchester United swings in the corner from the left.
8	Luke Shaw from Manchester United tries to pick out a team-mate in the area but his cross is blocked by an opponent.
8	Manchester United with a potentially dangerous attack.
7	Dangerous challenge by Bruno Fernandes from Manchester United. Ben Godfrey on the receiving end of that.
7	Goal kick for Everton.
6	Anthony Martial from Manchester United heads the ball, but it's a terrible effort nowhere near the goal.
6	Aaron Wan-Bissaka of Manchester United passes the ball to a team mate.
6	Manchester United take a throw-in at the left side of the pitch in the opponent's half of the field
5	Manchester United is in control of the ball.
5	Ball possession: Manchester United: 51%, Everton: 49%.
4	Manchester United is trying to create something here.
3	Manchester United take a throw-in in the opponent's half of the field.
2	Manchester United take a throw-in at the left side of the pitch in the opponent's half of the field
1	Manchester United take a throw-in at the right side of the pitch in their own half of the field
1	Manchester United plays a short goal kick.
1	Everton kick-off, and the game is underway.The referee starts the match.Welcome to Old Trafford, the match will start in about 5 minutes.Less commentary
97	The referee shows James McArthur the yellow card for unsportsmanlike conduct.
97	The referee shows Robert Sanchez the yellow card for unsportsmanlike conduct.
97	Brighton just managed to keep the parity in the game.
97	That's it! The referee blows the final whistle
97	Today's attendance is 22975.
97	Ball possession: Crystal Palace: 47%, Brighton: 53%.
97	The game is restarted.
97	The game is on hold due to fireworks on the pitch.
96	The referee shows Jakub Moder the yellow card for unsportsmanlike conduct.
96	EQUALISER!!! They managed to score a last minute equaliser! Is there time for a late thriller?
95	Joel Veltman provided the assist for the goal.
95	GOOOOOAAL! - An excellent lob by Neal Maupay from Brighton with the right foot.
95	CHANCE! Neal Maupay finds himself in a 1 on 1 situation with the keeper...
95	Joel Veltman carves the opponent's defense open with a killer through-ball
95	Ball possession: Crystal Palace: 47%, Brighton: 53%.
94	Shane Duffy is penalised for pushing Vicente Guaita.
94	Pascal Gross puts in a cross...
94	Brighton take a throw-in at the left side of the pitch in the opponent's half of the field
93	Brighton take a throw-in at the left side of the pitch in their own half of the field
93	A player from Brighton sends a shot outside the penalty box, but the Vicente Guaita manages to grab the ball.
93	Adam Lallana from Brighton makes an aerial pass to a team mate.
92	Conor Gallagher is penalised for pushing Adam Lallana.
92	Brighton take a throw-in at the right side of the pitch in their own half of the field
92	Conor Gallagher from Crystal Palace takes a short corner kick from the left.
91	Shane Duffy clears the danger but is forced to give away a corner...
91	Crystal Palace take a throw-in at the left side of the pitch in the opponent's half of the field
91	The fourth official shows there are 5 minute(s) of time to be added.
91	Crystal Palace is trying to create something here.
90	Ball possession: Crystal Palace: 47%, Brighton: 53%.
90	Shane Duffy sends a header towards goal, but Vicente Guaita is there to comfortably save it
90	Pascal Gross swings in a cross from the free kick.
90	The referee signals a free kick as Cheikhou Kouyate from Crystal Palace trips Aaron Connolly
89	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
89	Brighton take a throw-in at the left side of the pitch in their own half of the field
89	Goal kick for Crystal Palace.
88	Marc Cucurella from Brighton crosses the ball, but his team mate arrives a little late and can't benefit from it.
87	Brighton is trying to create something here.
87	Conor Gallagher is penalised for pushing Aaron Connolly.
86	Crystal Palace plays a short goal kick.
86	Jordan Ayew is leaving the field to be replaced by Jeffrey Schlupp in a tactical substitution.
85	Brighton is in control of the ball.
85	Shane Duffy from Brighton tries to head the ball to a team mate, but the keeper is first to it.
85	Adam Lallana puts in a cross...
85	Ball possession: Crystal Palace: 48%, Brighton: 52%.
85	James McArthur relieves the pressure with a clearance
84	Marc Cucurella swings in a cross from the free kick.
84	Yellow card for Conor Gallagher.
84	Reckless challenge there. Conor Gallagher commits a rough foul on Marc Cucurella
83	Brighton is trying to create something here.
83	Brighton is in control of the ball.
82	Jordan Ayew is penalised for pushing Adam Lallana.
82	Safe hands from Robert Sanchez as he comes out and claims the ball
82	Conor Gallagher swings in a cross from the free kick.
81	After a tactical foul, Leandro Trossard sees no other way than stopping the counter and receives a yellow card.
81	Leandro Trossard is penalised for pushing Wilfried Zaha.
81	Wilfried Zaha from Crystal Palace takes the ball forward trying to make something happen...
81	Crystal Palace is trying to create something here.
80	Brighton take a throw-in at the left side of the pitch in their own half of the field
80	Ball possession: Crystal Palace: 49%, Brighton: 51%.
80	Brighton take a throw-in at the left side of the pitch in their own half of the field
79	Crystal Palace is in control of the ball.
79	Leandro Trossard from Brighton passes the ball in the box, but Vicente Guaita comes out to smother the ball.
79	Brighton is trying to create something here.
79	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
78	Marc Cucurella from Brighton crosses the ball, but it goes out for a throw-in.
78	Brighton is in control of the ball.
78	Conor Gallagher from Crystal Palace is a contender for Man of the Match after a great performance today
77	Goal kick for Brighton.
77	The referee runs back to show Marc Cucurella from Brighton a yellow card for the previous foul.
77	How did he miss that? Jordan Ayew has a wonderful chance to score but somehow manages to miss the target!
77	Could be a good chance here as Christian Benteke from Crystal Palace cuts the opponents defense open with a through ball...
77	Marc Cucurella from Brighton concedes a foul on Conor Gallagher but the referee decides against stopping the play and waves play on!
77	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
76	Danny Welbeck is injured and is replaced by Aaron Connolly.
76	The game is restarted.
76	Danny Welbeck is injured and is taken off the field to receive medical treatment.
75	Danny Welbeck is down injured and receives medical attention on the field.
75	Play has been stopped because there is a player lying on the pitch.
75	Ball possession: Crystal Palace: 50%, Brighton: 50%.
75	Christian Benteke relieves the pressure with a clearance
75	Pascal Gross from Brighton swings in the corner from the left.
74	Brighton is in control of the ball.
73	Brighton take a throw-in at the right side of the pitch in the opponent's half of the field
73	Jakub Moder from Brighton directs the ball behind the defence, but the keeper reads the play well and comes to claim it
72	Brighton is trying to create something here.
72	Crystal Palace is in control of the ball.
72	Brighton plays a short goal kick.
72	The captain is forced to give away his armband, because he is leaving the field.
72	Luka Milivojevic is leaving the field to be replaced by Cheikhou Kouyate in a tactical substitution.
72	Odsonne Edouard is leaving the field to be replaced by Christian Benteke in a tactical substitution.
71	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
70	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
70	Ball possession: Crystal Palace: 52%, Brighton: 48%.
69	Brighton is trying to create something here.
69	Brighton is in control of the ball.
69	Crystal Palace is trying to create something here.
68	The referee signals a free kick as Leandro Trossard from Brighton trips Wilfried Zaha
68	Brighton take a throw-in at the right side of the pitch in the opponent's half of the field
68	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
67	Both sides are struggling to open up the opponent's defense
67	Luka Milivojevic relieves the pressure with a clearance
67	Pascal Gross from Brighton swings in the corner from the right.
67	Marc Guehi clears the danger but is forced to give away a corner...
67	Jakub Moder puts in a cross...
66	Goal kick for Brighton.
66	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
65	Steven Alzate is injured and is replaced by Jakub Moder.
65	Ball possession: Crystal Palace: 52%, Brighton: 48%.
63	Play has been stopped because there is a player lying on the pitch.
63	Brighton is trying to create something here.
62	Conor Gallagher from Crystal Palace goes a bit too far there as the pulls down Marc Cucurella
61	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
61	Great vision by Robert Sanchez from Brighton as he stops a promising attack with an interception.
61	Joachim Andersen from Crystal Palace tries to head the ball to a team mate, but it's intercepted by an opponent player.
61	Wilfried Zaha puts in a cross...
61	Steven Alzate relieves the pressure with a clearance
61	Luka Milivojevic from Crystal Palace swings in the corner from the left.
60	Shane Duffy clears the danger but is forced to give away a corner...
60	James McArthur of Crystal Palace passes the ball to a team mate.
60	Crystal Palace is trying to create something here.
60	Ball possession: Crystal Palace: 52%, Brighton: 48%.
59	Crystal Palace is in control of the ball.
59	Brighton is in control of the ball.
59	Safe hands from Vicente Guaita as he comes out and claims the ball
58	Pascal Gross puts in a cross...
58	Crystal Palace take a throw-in at the left side of the pitch in the opponent's half of the field
57	Safe hands from Robert Sanchez as he comes out and claims the ball
57	Luka Milivojevic from Crystal Palace swings in the corner from the left.
57	Wilfried Zaha from Crystal Palace passes the ball in the box, but it's intercepted by an opponent player.
57	Crystal Palace is trying to create something here.
56	Joel Ward relieves the pressure with a clearance
56	Pascal Gross swings in a cross from the free kick.
55	Ball possession: Crystal Palace: 54%, Brighton: 46%.
55	The referee signals a free kick as Wilfried Zaha from Crystal Palace trips Joel Veltman
55	Joel Veltman from Brighton tries to pick out a team-mate in the area but his cross is blocked by an opponent.
55	Brighton is trying to create something here.
54	Brighton is in control of the ball.
53	Crystal Palace take a throw-in at the left side of the pitch in the opponent's half of the field
52	Wilfried Zaha from Crystal Palace is ruled offside.
52	Could be a good chance here as Odsonne Edouard from Crystal Palace cuts the opponents defense open with a through ball...
52	Robert Sanchez could cost his team a goal after a defensive blunder.
52	A shot by Adam Lallana is blocked.
52	Odsonne Edouard relieves the pressure with a clearance
52	Pascal Gross from Brighton swings in the corner from the right.
51	A shot by Adam Lallana is blocked.
51	Leandro Trossard from Brighton passes the ball in the box, but it's intercepted by an opponent player.
51	Vicente Guaita relieves the pressure with a clearance
51	Pascal Gross from Brighton swings in the corner from the left.
51	Lewis Dunk directs a header goal-bound but it's saved to a corner-kick by Vicente Guaita!
51	Marc Cucurella swings in a cross from the free kick.
50	The referee signals a free kick as Luka Milivojevic from Crystal Palace trips Neal Maupay
50	Ball possession: Crystal Palace: 55%, Brighton: 45%.
50	The referee signals a free kick as Luka Milivojevic from Crystal Palace trips Adam Lallana
49	Tyrick Mitchell from Crystal Palace passes the ball in the box, but it's intercepted by an opponent player.
49	Crystal Palace is trying to create something here.
49	Crystal Palace take a throw-in at the right side of the pitch in the opponent's half of the field
48	Safe hands from Robert Sanchez as he comes out and claims the ball
48	Conor Gallagher puts in a cross...
48	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
47	The referee signals a free kick as James McArthur from Crystal Palace trips Neal Maupay
47	Crystal Palace is trying to create something here.
46	Brighton is trying to create something here.
46	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
46	Daniel Burn is leaving the field to be replaced by Steven Alzate in a tactical substitution.
46	The second half is underway.
48	The only goal scored by Crystal Palace gives them the slight advantage as we are heading into halftime.
48	It's over! The referee blows for half time
48	Ball possession: Crystal Palace: 57%, Brighton: 43%.
47	PENGOOOOOAAL! - Wilfried Zaha from Crystal Palace puts it away from the penalty spot with the right foot! Robert Sanchez chose the wrong side.
46	The fourth official shows there are 1 minute(s) of time to be added.
46	PENALTY - Leandro Trossard from Brighton concedes a penalty for pushing Conor Gallagher.
45	Crystal Palace is in control of the ball.
45	Ball possession: Crystal Palace: 55%, Brighton: 45%.
44	Crystal Palace is trying to create something here.
44	Great vision by Marc Cucurella from Brighton as he stops a promising attack with an interception.
44	Wilfried Zaha from Crystal Palace makes an aerial pass in the box, but it's intercepted by an opponent player.
43	Crystal Palace is in control of the ball.
42	Daniel Burn relieves the pressure with a clearance
42	Wilfried Zaha puts in a cross...
42	Crystal Palace is trying to create something here.
42	Lewis Dunk from Brighton is alert and heads the ball to his keeper.
42	Luka Milivojevic puts in a cross...
41	Crystal Palace is in control of the ball.
40	Ball possession: Crystal Palace: 53%, Brighton: 47%.
40	Conor Gallagher from Crystal Palace passes the ball, but his teammate arrives a little late and can't benefit from it.
40	Crystal Palace is trying to create something here.
40	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
39	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
38	Adam Lallana fails to find the target with a shot from outside the box
38	Poor play by Marc Guehi as his weak attempt to clear the ball puts his side under pressure
38	Pascal Gross from Brighton swings in the corner from the left.
37	Marc Cucurella from Brighton passes the ball in the box, but it's intercepted by an opponent player.
37	Leandro Trossard of Brighton passes the ball to a team mate.
37	Brighton is in control of the ball.
36	The referee signals a free kick as Danny Welbeck from Brighton trips Jordan Ayew
36	Wilfried Zaha goes for goal and sees his shot helped by a deflection...
35	Luka Milivojevic of Crystal Palace passes the ball to a team mate.
35	Crystal Palace is trying to create something here.
35	Ball possession: Crystal Palace: 53%, Brighton: 47%.
34	Crystal Palace is in control of the ball.
34	The referee signals a free kick as Wilfried Zaha from Crystal Palace trips Shane Duffy
34	Crystal Palace take a throw-in at the left side of the pitch in the opponent's half of the field
33	Crystal Palace is in control of the ball.
33	Danny Welbeck has a great chance to score, but Vicente Guaita comes out strongly to save!
33	Robert Sanchez sends a long ball upfield.
32	Brighton is in control of the ball.
32	Crystal Palace plays a short goal kick.
31	Joel Veltman from Brighton crosses the ball but it is nowhere near the intended target.
31	Brighton is trying to create something here.
30	Brighton is in control of the ball.
30	Ball possession: Crystal Palace: 56%, Brighton: 44%.
30	Goal kick for Crystal Palace.
29	Leandro Trossard from Brighton sends an effort wide of target
29	Pascal Gross from Brighton makes a great pass and space opens up...
29	Pascal Gross from Brighton sees his pass blocked by an opponent.
29	Brighton is trying to create something here.
28	Adam Lallana pulls a player from the opposite team by the shirt and is booked.
28	Adam Lallana from Brighton goes a bit too far there as the pulls down James McArthur
28	Crystal Palace take a throw-in at the right side of the pitch in their own half of the field
27	Brighton is in control of the ball.
26	Crystal Palace is in control of the ball.
26	Leandro Trossard is penalised for pushing Luka Milivojevic.
26	Brighton plays a short goal kick.
25	Luka Milivojevic goes for goal on the direct free kick, but the shot sails wide
25	Ball possession: Crystal Palace: 57%, Brighton: 43%.
25	Marc Cucurella is penalised for pushing Jordan Ayew.
24	Crystal Palace take a throw-in at the left side of the pitch in the opponent's half of the field
24	Shane Duffy relieves the pressure with a clearance
24	Marc Guehi puts in a cross...
23	Crystal Palace is in control of the ball.
23	The referee signals a free kick as Marc Cucurella from Brighton trips Conor Gallagher
23	Brighton plays a short goal kick.
22	Crystal Palace is in control of the ball.
22	Brighton with a potentially dangerous attack.
21	Both teams are playing fair and the ref is hardly noticeable.
21	Brighton take a throw-in at the right side of the pitch in their own half of the field
21	Crystal Palace is trying to create something here.
20	Ball possession: Crystal Palace: 53%, Brighton: 47%.
20	Good effort by Odsonne Edouard as he directs a shot on target, but the keeper saves it
20	Joachim Andersen of Crystal Palace passes the ball to a team mate.
19	Crystal Palace is trying to create something here.
19	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
18	Brighton take a throw-in at the right side of the pitch in their own half of the field
18	Brighton is trying to create something here.
17	A shot by Luka Milivojevic is blocked.
17	Jordan Ayew of Crystal Palace passes the ball to a team mate.
16	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
16	Crystal Palace is in control of the ball.
15	Brighton is in control of the ball.
15	Luka Milivojevic from Crystal Palace directs the ball behind the defence, but the keeper reads the play well and comes to claim it
15	Ball possession: Crystal Palace: 55%, Brighton: 45%.
14	Pascal Gross relieves the pressure with a clearance
14	Wilfried Zaha puts in a cross...
14	Crystal Palace is trying to create something here.
13	Crystal Palace is in control of the ball.
13	Brighton is trying to create something here.
12	Brighton take a throw-in at the right side of the pitch in their own half of the field
12	Brighton take a throw-in at the right side of the pitch in their own half of the field
12	Joel Ward from Crystal Palace crosses the ball, but it goes out for a throw-in.
11	Crystal Palace is trying to create something here.
11	Odsonne Edouard from Crystal Palace passes the ball in the box, but it's intercepted by an opponent player.
11	Pascal Gross could cost his team a goal after a defensive blunder.
10	Brighton is in control of the ball.
10	Ball possession: Crystal Palace: 66%, Brighton: 34%.
10	Crystal Palace take a throw-in at the left side of the pitch in their own half of the field
9	Brighton is in control of the ball.
8	Safe hands from Robert Sanchez as he comes out and claims the ball
8	Luka Milivojevic from Crystal Palace swings in the corner from the left.
8	A shot by Conor Gallagher is blocked.
7	Shane Duffy relieves the pressure with a clearance
7	Luka Milivojevic from Crystal Palace swings in the corner from the right.
7	Jordan Ayew sees his shot deflected off target
7	Odsonne Edouard from Crystal Palace heads the ball to a team mate.
7	Tyrick Mitchell puts in a cross...
6	Crystal Palace is in control of the ball.
5	Brighton is trying to create something here.
5	The referee signals a free kick as James McArthur from Crystal Palace trips Pascal Gross
5	Ball possession: Crystal Palace: 62%, Brighton: 38%.
5	The game is restarted.
5	Play has been stopped while the referee talks to the players.
4	Neal Maupay hand-balls.
4	Danny Welbeck from Brighton tries to play a 1-2 with Neal Maupay, but the ball is intercepted.
4	Brighton is trying to create something here.
4	Crystal Palace is trying to create something here.
4	Crystal Palace take a throw-in at the left side of the pitch in the opponent's half of the field
3	Luka Milivojevic from Crystal Palace tries to pick out a team-mate in the area but his cross is blocked by an opponent.
3	Lewis Dunk relieves the pressure with a clearance
3	Luka Milivojevic from Crystal Palace swings in the corner from the left.
3	Conor Gallagher from Crystal Palace tries to pick out a team-mate in the area but his cross is blocked by an opponent.
2	Crystal Palace is trying to create something here.
2	Crystal Palace is trying to create something here.
2	Brighton is in control of the ball.
1	Crystal Palace is in control of the ball.
1	Brighton take a throw-in at the left side of the pitch in the opponent's half of the field
1	The pitch is in good condition today allowing for more technical play
1	Welcome to tonights game where the floodlight surrounds the pitch.
1	Brighton kick-off, and the game is underway.The referee starts the match.Welcome to Selhurst Park, the match will start in about 5 minutes.Less commentary
96	Arsenal with a deserved victory after a fine display
96	Today's game will be with limited number of spectators on the stands due to coronavirus restrictions.
96	That's it! The referee blows the final whistle
96	Ball possession: Arsenal: 47%, Tottenham: 53%.
96	Goal kick for Arsenal.
95	Pierre-Emile Hoejbjerg from Tottenham crosses the ball, but it goes out for a goal kick.
95	Tottenham is trying to create something here.
94	The referee signals a free kick as Lucas Moura from Tottenham trips Martin Oedegaard
94	Gabriel relieves the pressure with a clearance
94	Lucas Moura puts in a cross...
94	Tottenham is trying to create something here.
93	Dangerous challenge by Ainsley Maitland-Niles from Arsenal. Bryan Gil on the receiving end of that.
93	Tottenham take a throw-in at the left side of the pitch in their own half of the field
93	Heung-Min Son from Tottenham is ruled offside.
92	Thomas relieves the pressure with a clearance
92	Heung-Min Son from Tottenham swings in the corner from the left.
92	Takehiro Tomiyasu clears the danger but is forced to give away a corner...
92	Lucas Moura from Tottenham sees his effort hit the crossbar after the keeper parries the ball.
91	Thomas relieves the pressure with a clearance
91	Lucas Moura puts in a cross...
91	After a tactical foul, Albert Sambi Lokonga sees no other way than stopping the counter and receives a yellow card.
91	Albert Sambi Lokonga from Arsenal goes a bit too far there as the pulls down Bryan Gil
91	Tottenham take a throw-in at the right side of the pitch in their own half of the field
91	The fourth official shows there are 5 minute(s) of time to be added.
90	The referee signals a free kick as Emerson from Tottenham trips Nuno Tavares
90	Ball possession: Arsenal: 46%, Tottenham: 54%.
88	Nuno Tavares from Arsenal directs a ball squarely in the box, but Hugo Lloris runs out to collect the ball
88	Albert Sambi Lokonga swings in a cross from the free kick.
88	Heung-Min Son is penalised for pushing Thomas.
88	Emile Smith-Rowe is leaving the field to be replaced by Nuno Tavares in a tactical substitution.
88	The referee is not having the complaints from Martin Oedegaard who is given a yellow card for dissent
87	Bukayo Saka is leaving the field to be replaced by Ainsley Maitland-Niles in a tactical substitution.
87	Emerson from Tottenham goes a bit too far there as the pulls down Emile Smith-Rowe
86	Tottenham is trying to create something here.
86	Tottenham is trying to create something here.
85	Ball possession: Arsenal: 48%, Tottenham: 52%.
85	Thomas relieves the pressure with a clearance
85	Bryan Gil puts in a cross...
84	Tottenham is trying to create something here.
84	Tottenham is trying to create something here.
83	Harry Kane from Tottenham is ruled offside.
83	Tottenham plays a short goal kick.
83	Kieran Tierney fails to find the target with a shot from outside the box
83	Arsenal take a throw-in at the right side of the pitch in the opponent's half of the field
82	The game is restarted.
82	Granit Xhaka is injured and is replaced by Albert Sambi Lokonga.
81	It doesn't look good here as Granit Xhaka is injured and is taken off the field to receive medical treatment.
80	Granit Xhaka is down injured and receives medical attention on the field.
80	Play has been stopped because there is a player lying on the pitch.
79	Ball possession: Arsenal: 49%, Tottenham: 51%.
79	Sergio Reguilon provided the assist for the goal.
79	GOOOOOAAL! - Heung-Min Son scores with the right foot!
79	Sergio Reguilon puts in a cross...
78	Bukayo Saka relieves the pressure with a clearance
78	Emerson puts in a cross...
78	Tottenham take a throw-in at the right side of the pitch in the opponent's half of the field
78	Tottenham is trying to create something here.
77	Tottenham take a throw-in at the right side of the pitch in the opponent's half of the field
77	The game is restarted.
77	Bukayo Saka comes back onto the field.
77	It doesn't look good here as Bukayo Saka is injured and is taken off the field to receive medical treatment.
76	Bukayo Saka is down injured and receives medical attention on the field.
76	Granit Xhaka is down injured and receives medical attention on the field.
75	Play has been stopped because there is a player lying on the pitch.
75	Ball possession: Arsenal: 51%, Tottenham: 49%.
74	Arsenal is in control of the ball.
74	Oh no. From a promising position Pierre-Emerick Aubameyang from Arsenal miskicks completely. Opportunity wasted.
74	Gabriel from Arsenal heads the ball to a team mate.
74	Martin Oedegaard from Arsenal swings in the corner from the left.
74	It's a good hit from long range by Bukayo Saka who forces a save from Hugo Lloris. Corner kick.
73	Arsenal is in control of the ball.
72	The referee signals a free kick as Pierre-Emerick Aubameyang from Arsenal trips Oliver Skipp
72	The match is being played at a slow tempo with neither side having the upper hand
72	Davinson Sanchez from Tottenham goes a bit too far there as the pulls down Pierre-Emerick Aubameyang
71	Arsenal take a throw-in at the left side of the pitch in their own half of the field
71	Kieran Tierney relieves the pressure with a clearance
71	Sergio Reguilon puts in a cross...
70	Tottenham take a throw-in at the left side of the pitch in the opponent's half of the field
70	Arsenal take a throw-in at the left side of the pitch in the opponent's half of the field
70	Ball possession: Arsenal: 50%, Tottenham: 50%.
70	Tanguy Ndombele is leaving the field to be replaced by Bryan Gil in a tactical substitution.
69	Arsenal is trying to create something here.
68	Pierre-Emerick Aubameyang volleys a shot on target, but the keeper saves it.
68	Martin Oedegaard swings in a cross from the free kick.
67	Oliver Skipp from Tottenham receives a yellow card after a dangerous challenge on an opponent player.
67	Dangerous challenge by Oliver Skipp from Tottenham. Thomas on the receiving end of that.
66	Arsenal is trying to create something here.
66	Arsenal is trying to create something here.
65	Tottenham take a throw-in at the right side of the pitch in their own half of the field
65	Ball possession: Arsenal: 49%, Tottenham: 51%.
65	Tottenham take a throw-in at the right side of the pitch in the opponent's half of the field
64	Arsenal take a throw-in at the right side of the pitch in their own half of the field
63	Granit Xhaka from Arsenal goes a bit too far there as the pulls down Tanguy Ndombele
63	Goal kick for Arsenal.
63	How did he miss that? Harry Kane has a wonderful chance to score but somehow manages to miss the target!
63	CHANCE! Harry Kane finds himself in a 1 on 1 situation with the keeper...
63	Harry Kane from Tottenham takes the ball forward trying to make something happen...
63	Eric Dier sends a long ball upfield.
62	Takehiro Tomiyasu is penalised for pushing Heung-Min Son.
62	Goal kick for Arsenal.
61	Lucas Moura from Tottenham heads the ball, but it's a terrible effort nowhere near the goal.
61	Heung-Min Son from Tottenham swings in the corner from the left.
61	Takehiro Tomiyasu clears the danger but is forced to give away a corner...
61	Harry Kane tests Aaron Ramsdale with a long range shot, which is parried back into play!
60	Safe hands from Aaron Ramsdale as he comes out and claims the ball
60	Heung-Min Son swings in a cross from the free kick.
60	Ball possession: Arsenal: 50%, Tottenham: 50%.
60	The referee signals a free kick as Martin Oedegaard from Arsenal trips Tanguy Ndombele
59	Today's attendance is 59919.
59	Safe hands from Aaron Ramsdale as he comes out and claims the ball
59	Lucas Moura puts in a cross...
58	Tottenham is trying to create something here.
58	Tottenham is in control of the ball.
57	Tottenham plays a short goal kick.
57	Arsenal take a throw-in at the left side of the pitch in their own half of the field
56	Oliver Skipp from Tottenham directs the ball behind the defence, but it's intercepted by an opponent player.
56	Gabriel relieves the pressure with a clearance
56	Sergio Reguilon puts in a cross...
55	Tottenham take a throw-in at the right side of the pitch in the opponent's half of the field
55	Gabriel relieves the pressure with a clearance
55	Sergio Reguilon puts in a cross...
55	Tanguy Ndombele from Tottenham sees his pass blocked by an opponent.
55	Great skill from Tanguy Ndombele as he dribbles past his opponents
55	Arsenal take a throw-in at the right side of the pitch in their own half of the field
55	Ball possession: Arsenal: 53%, Tottenham: 47%.
54	Takehiro Tomiyasu sends a header towards goal, but Hugo Lloris is there to comfortably save it
54	Martin Oedegaard from Arsenal swings in the corner from the left.
54	Davinson Sanchez clears the danger but is forced to give away a corner...
53	Pierre-Emerick Aubameyang from Arsenal tries to head the ball to a team mate, but it's intercepted by an opponent player.
